protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score
P18075,citric acid,mannitol,poloxamer 188,arginine,7.4,25,30.0,300.0,0.05,50.0,0.4199,0.3296,0.3726,0.655,1,0.6059
P18075,histidine,trehalose,poloxamer 188,glycine,7.4,25,10.0,100.0,0.03,50.0,0.4521,0.2106,0.3888,0.6407,0,0.6629
P18075,phosphoric acid,trehalose,poloxamer 188,none,6.5,4,50.0,300.0,0.01,0.0,0.2024,0.32,0.3703,0.757,1,0.7577
P18075,phosphoric acid,mannitol,poloxamer 188,proline,5.0,25,30.0,300.0,0.05,50.0,0.2679,0.3337,0.3566,0.721,1,0.6808
P18075,acetic acid,sucrose,polysorbate 80,arginine,5.5,40,10.0,100.0,0.045,150.0,0.1113,0.4179,0.4521,0.7103,1,0.6586
P18075,histidine,trehalose,polysorbate 80,glycine,7.4,25,30.0,100.0,0.08,50.0,0.3183,0.2116,0.3514,0.743,0,0.6726
P18075,phosphoric acid,trehalose,poloxamer 188,glycine,6.0,4,30.0,300.0,0.03,50.0,0.172,0.2896,0.3841,0.749,1,0.7201
P18075,phosphoric acid,trehalose,poloxamer 188,proline,6.5,4,10.0,200.0,0.01,50.0,0.1963,0.3026,0.3737,0.7257,0,0.7312
P18075,phosphoric acid,mannitol,poloxamer 188,methionine,6.0,4,30.0,200.0,0.05,5.5,0.3904,0.2239,0.3767,0.7171,0,0.628
P18075,phosphoric acid,sorbitol,poloxamer 188,glycine,5.0,40,30.0,100.0,0.05,200.0,0.4992,0.4336,0.4651,0.5519,1,0.5256
P18075,citric acid,sorbitol,polysorbate 20,proline,5.5,25,50.0,300.0,0.08,150.0,0.2071,0.3276,0.2536,0.7886,2,0.7217
P18075,phosphoric acid,sucrose,poloxamer 188,glycine,6.0,4,30.0,200.0,0.01,50.0,0.156,0.2999,0.39,0.7573,0,0.7037
P18075,citric acid,sorbitol,polysorbate 80,methionine,7.0,25,30.0,300.0,0.045,10.0,0.2807,0.1675,0.3512,0.7442,1,0.7744
P18075,histidine,mannitol,poloxamer 188,arginine,7.4,25,10.0,100.0,0.03,100.0,0.4463,0.2116,0.3675,0.6761,0,0.6602
P18075,phosphoric acid,mannitol,poloxamer 188,arginine,5.5,25,30.0,100.0,0.03,150.0,0.3026,0.312,0.3501,0.7408,1,0.6784
P18075,citric acid,sucrose,polysorbate 20,none,6.5,40,50.0,300.0,0.045,0.0,0.2227,0.3732,0.3787,0.7116,1,0.6783
P18075,acetic acid,sorbitol,polysorbate 80,proline,7.4,25,50.0,200.0,0.045,150.0,0.4287,0.324,0.4637,0.6323,1,0.5855
P18075,acetic acid,mannitol,polysorbate 80,glycine,7.0,4,30.0,200.0,0.045,200.0,0.2967,0.3427,0.484,0.6867,1,0.6495
P18075,acetic acid,sucrose,polysorbate 80,none,5.5,25,50.0,300.0,0.08,0.0,0.0629,0.3026,0.3628,0.8115,1,0.754
P18075,citric acid,trehalose,polysorbate 80,proline,5.0,4,30.0,100.0,0.045,100.0,0.0891,0.3078,0.3173,0.7531,0,0.7732
P21583,acetic acid,trehalose,polysorbate 20,arginine,7.4,4,10.0,100.0,0.045,100.0,0.0694,0.3295,0.5558,0.7642,0,0.6933
P21583,histidine,trehalose,polysorbate 80,glycine,6.5,4,50.0,100.0,0.01,200.0,0.1387,0.2312,0.3252,0.7941,1,0.7676
P21583,phosphoric acid,sucrose,polysorbate 20,glycine,6.0,4,30.0,300.0,0.08,125.0,0.375,0.3752,0.4451,0.6391,2,0.5804
P21583,citric acid,sorbitol,poloxamer 188,methionine,6.5,40,10.0,100.0,0.03,1.0,0.57,0.3128,0.4358,0.4934,0,0.5608
P21583,phosphoric acid,trehalose,polysorbate 20,proline,6.0,40,50.0,200.0,0.08,100.0,0.4689,0.3954,0.5442,0.544,0,0.5291
P21583,histidine,mannitol,polysorbate 20,none,5.0,4,50.0,100.0,0.01,0.0,0.2657,0.2474,0.3327,0.7233,0,0.6787
P21583,phosphoric acid,mannitol,polysorbate 20,none,5.0,40,50.0,200.0,0.01,0.0,0.4105,0.4394,0.5425,0.5367,0,0.5306
P21583,citric acid,trehalose,polysorbate 20,glycine,5.0,4,30.0,200.0,0.01,125.0,0.0904,0.3185,0.2983,0.7939,1,0.7726
P21583,acetic acid,trehalose,polysorbate 20,glycine,6.0,25,30.0,300.0,0.045,50.0,0.3409,0.3263,0.4566,0.7014,1,0.6499
P21583,phosphoric acid,sorbitol,polysorbate 80,glycine,6.5,40,50.0,100.0,0.045,50.0,0.4701,0.4273,0.5211,0.5443,0,0.561
P21583,phosphoric acid,sucrose,poloxamer 188,methionine,5.0,4,30.0,100.0,0.05,10.0,0.2496,0.2155,0.4102,0.7304,0,0.7296
P21583,acetic acid,sorbitol,polysorbate 80,methionine,7.4,40,30.0,200.0,0.01,5.5,0.3389,0.3034,0.6404,0.578,0,0.577
P21583,acetic acid,mannitol,poloxamer 188,arginine,7.0,25,50.0,200.0,0.03,150.0,0.205,0.3045,0.5602,0.7321,1,0.6658
P21583,phosphoric acid,mannitol,polysorbate 80,glycine,6.5,40,30.0,300.0,0.01,50.0,0.371,0.4199,0.5162,0.5959,1,0.5591
P21583,histidine,mannitol,poloxamer 188,none,6.0,4,50.0,300.0,0.05,0.0,0.5401,0.2277,0.3279,0.6798,1,0.6026
P21583,acetic acid,sorbitol,polysorbate 80,methionine,6.0,4,10.0,200.0,0.045,5.5,0.4473,0.134,0.4401,0.6816,0,0.6202
P21583,histidine,mannitol,polysorbate 20,methionine,6.0,40,30.0,100.0,0.08,5.5,0.6417,0.1905,0.4402,0.5755,0,0.5674
P21583,citric acid,mannitol,polysorbate 20,methionine,5.0,25,30.0,200.0,0.08,1.0,0.248,0.1563,0.3571,0.7904,0,0.7502
P21583,histidine,mannitol,poloxamer 188,arginine,7.0,40,30.0,100.0,0.01,50.0,0.3423,0.3393,0.5256,0.6041,0,0.6326
P21583,histidine,trehalose,poloxamer 188,glycine,7.4,25,30.0,200.0,0.03,125.0,0.1612,0.1956,0.4197,0.8128,1,0.756
P21583,citric acid,sorbitol,polysorbate 80,arginine,6.0,25,10.0,100.0,0.08,150.0,0.4221,0.3169,0.3504,0.649,1,0.6371
P21583,histidine,sorbitol,poloxamer 188,arginine,6.0,40,50.0,200.0,0.03,100.0,0.5874,0.3092,0.428,0.5292,0,0.5429
P21583,histidine,trehalose,poloxamer 188,proline,7.4,40,50.0,100.0,0.03,50.0,0.3047,0.2533,0.5246,0.6394,0,0.6748
P21583,citric acid,mannitol,polysorbate 20,none,7.0,40,10.0,300.0,0.01,0.0,0.2819,0.4304,0.5706,0.5677,1,0.5948
P21583,phosphoric acid,sorbitol,polysorbate 80,methionine,6.0,40,50.0,100.0,0.045,10.0,0.5819,0.267,0.5247,0.5176,0,0.5842
P21583,histidine,sorbitol,polysorbate 80,proline,6.0,4,30.0,100.0,0.01,100.0,0.5313,0.2491,0.3506,0.6105,0,0.6155
P21583,citric acid,mannitol,polysorbate 20,methionine,7.0,40,30.0,100.0,0.01,1.0,0.3799,0.26,0.56,0.6221,0,0.6391
P21583,histidine,mannitol,polysorbate 80,arginine,7.0,25,50.0,300.0,0.08,100.0,0.1218,0.2052,0.4335,0.8317,1,0.7231
P21583,acetic acid,mannitol,poloxamer 188,methionine,6.5,40,10.0,200.0,0.03,5.5,0.4773,0.2789,0.5319,0.5692,0,0.5848
P21583,phosphoric acid,sorbitol,polysorbate 80,methionine,7.4,25,10.0,300.0,0.08,1.0,0.1978,0.1396,0.5816,0.7427,1,0.6833
P21583,acetic acid,mannitol,polysorbate 20,arginine,7.4,40,10.0,300.0,0.045,150.0,0.2675,0.4194,0.6395,0.599,2,0.597
P21583,phosphoric acid,sucrose,polysorbate 80,none,6.0,25,30.0,200.0,0.045,0.0,0.3293,0.3575,0.398,0.6966,0,0.6248
P21583,acetic acid,sucrose,polysorbate 80,none,7.0,4,50.0,200.0,0.08,0.0,0.1222,0.3299,0.5273,0.7599,0,0.7118
P21583,acetic acid,sorbitol,polysorbate 80,proline,7.0,40,30.0,100.0,0.045,150.0,0.3669,0.4065,0.631,0.555,1,0.5411
P21583,citric acid,sorbitol,poloxamer 188,arginine,5.0,25,10.0,100.0,0.01,150.0,0.3319,0.2868,0.3474,0.7059,1,0.6602
P21583,phosphoric acid,trehalose,polysorbate 80,methionine,7.0,25,30.0,100.0,0.045,10.0,0.0754,0.1728,0.4687,0.8102,0,0.7599
P21583,phosphoric acid,mannitol,polysorbate 20,arginine,7.4,40,50.0,300.0,0.045,150.0,0.2503,0.411,0.6364,0.6301,2,0.6055
P21583,acetic acid,trehalose,polysorbate 20,methionine,6.5,25,30.0,100.0,0.01,5.5,0.233,0.1671,0.4516,0.7617,0,0.7173
P21583,phosphoric acid,sucrose,poloxamer 188,proline,6.5,40,10.0,300.0,0.01,100.0,0.3849,0.4152,0.5706,0.5542,1,0.5627
P21583,acetic acid,sorbitol,polysorbate 20,glycine,7.4,4,50.0,100.0,0.01,200.0,0.2913,0.3477,0.5125,0.6855,1,0.6424
P21583,histidine,sorbitol,polysorbate 80,proline,7.0,4,10.0,300.0,0.08,100.0,0.2411,0.2048,0.4276,0.7765,1,0.6986
P21583,histidine,mannitol,polysorbate 80,none,7.4,25,50.0,300.0,0.01,0.0,0.2054,0.2586,0.4398,0.7378,1,0.6908
P21583,citric acid,sorbitol,polysorbate 20,glycine,5.5,25,50.0,100.0,0.045,50.0,0.4494,0.3004,0.3358,0.6696,0,0.6554
P21583,phosphoric acid,sucrose,polysorbate 80,glycine,7.0,25,30.0,100.0,0.08,200.0,0.1177,0.3128,0.5643,0.7402,1,0.6651
P21583,acetic acid,trehalose,polysorbate 80,methionine,7.0,40,10.0,300.0,0.045,1.0,0.1592,0.3059,0.644,0.666,1,0.6841
P21583,citric acid,sorbitol,poloxamer 188,arginine,5.0,40,10.0,300.0,0.05,100.0,0.3331,0.4014,0.4084,0.6221,1,0.6272
P21583,acetic acid,sorbitol,polysorbate 80,methionine,6.0,40,50.0,100.0,0.08,10.0,0.6523,0.282,0.5326,0.498,0,0.4971
P21583,histidine,sorbitol,polysorbate 20,arginine,6.0,25,50.0,100.0,0.045,100.0,0.3758,0.2813,0.3511,0.6993,0,0.6722
P21583,acetic acid,sorbitol,polysorbate 80,arginine,5.5,25,50.0,100.0,0.08,50.0,0.3807,0.3243,0.4281,0.6768,0,0.6297
P21583,phosphoric acid,sorbitol,poloxamer 188,proline,5.5,4,30.0,100.0,0.03,50.0,0.5151,0.3555,0.4466,0.6126,0,0.5812
P21583,phosphoric acid,sucrose,polysorbate 20,methionine,5.5,25,30.0,200.0,0.08,5.5,0.2734,0.1834,0.4569,0.7297,0,0.6996
P21583,phosphoric acid,sorbitol,poloxamer 188,proline,7.0,25,50.0,100.0,0.01,50.0,0.3514,0.308,0.5871,0.6215,0,0.5649
P21583,phosphoric acid,sucrose,polysorbate 80,proline,7.0,25,50.0,200.0,0.045,150.0,0.1204,0.3414,0.5202,0.7575,1,0.7227
P21583,citric acid,mannitol,polysorbate 20,methionine,7.4,25,10.0,300.0,0.08,1.0,0.2134,0.2291,0.4062,0.7785,1,0.7474
P21583,citric acid,mannitol,polysorbate 20,proline,7.4,4,10.0,100.0,0.08,100.0,0.2744,0.323,0.4349,0.7152,0,0.6792
P21583,citric acid,sucrose,polysorbate 20,proline,7.4,40,50.0,300.0,0.045,100.0,0.1824,0.4479,0.5203,0.634,1,0.6178
P21583,citric acid,mannitol,poloxamer 188,glycine,7.0,40,30.0,300.0,0.03,125.0,0.4028,0.4474,0.5429,0.5982,2,0.5457
P21583,acetic acid,trehalose,poloxamer 188,methionine,5.5,25,30.0,100.0,0.05,1.0,0.3912,0.1792,0.428,0.703,0,0.6839
P21583,phosphoric acid,trehalose,polysorbate 20,glycine,5.5,4,30.0,300.0,0.08,50.0,0.2595,0.3112,0.4222,0.7094,1,0.6777
P21583,citric acid,mannitol,polysorbate 20,methionine,7.0,40,10.0,300.0,0.08,1.0,0.3501,0.2503,0.5343,0.6309,1,0.5879
P05423,citric acid,mannitol,poloxamer 188,arginine,6.5,40,10.0,200.0,0.05,50.0,0.614,0.3673,0.1681,0.5644,0,0.5906
P05423,phosphoric acid,sucrose,polysorbate 80,methionine,7.0,40,10.0,100.0,0.045,10.0,0.328,0.2395,0.4185,0.6961,0,0.633
P05423,citric acid,trehalose,polysorbate 80,methionine,5.5,4,50.0,200.0,0.08,5.5,0.0908,0.1273,0.0871,0.9001,0,0.9017
P05423,histidine,trehalose,poloxamer 188,arginine,5.5,40,30.0,100.0,0.01,50.0,0.2147,0.2693,0.1661,0.7411,0,0.7882
P05423,citric acid,sorbitol,polysorbate 20,arginine,7.0,4,30.0,300.0,0.01,50.0,0.2993,0.298,0.1741,0.7617,1,0.7579
P05423,acetic acid,sucrose,polysorbate 20,arginine,6.5,4,10.0,300.0,0.08,50.0,0.3073,0.2797,0.1796,0.7611,1,0.7163
P05423,acetic acid,mannitol,poloxamer 188,arginine,7.0,25,10.0,300.0,0.03,150.0,0.3755,0.2958,0.2968,0.6963,2,0.6764
P05423,citric acid,sorbitol,polysorbate 80,proline,6.5,40,30.0,200.0,0.08,50.0,0.5942,0.395,0.1825,0.5518,0,0.5818
P05423,phosphoric acid,sorbitol,poloxamer 188,proline,7.4,25,30.0,300.0,0.01,100.0,0.3394,0.272,0.2972,0.7153,1,0.7254
P05423,phosphoric acid,mannitol,poloxamer 188,methionine,5.0,4,30.0,100.0,0.03,10.0,0.3841,0.1131,0.1854,0.7623,0,0.7503
P05423,acetic acid,sorbitol,polysorbate 80,glycine,5.0,25,50.0,200.0,0.01,125.0,0.2836,0.2748,0.1912,0.7767,1,0.7268
P05423,phosphoric acid,trehalose,polysorbate 80,arginine,5.5,4,30.0,300.0,0.045,100.0,0.0,0.2568,0.1663,0.8327,1,0.884
P05423,acetic acid,sucrose,poloxamer 188,proline,7.0,4,50.0,300.0,0.01,100.0,0.3729,0.2839,0.2557,0.7017,1,0.6798
P05423,citric acid,trehalose,polysorbate 20,glycine,5.5,40,50.0,100.0,0.045,200.0,0.1596,0.3981,0.2002,0.7036,1,0.7712
P05423,acetic acid,sorbitol,poloxamer 188,proline,5.5,25,30.0,200.0,0.03,50.0,0.3693,0.319,0.2413,0.6903,0,0.7407
P05423,phosphoric acid,mannitol,poloxamer 188,proline,7.4,25,30.0,200.0,0.03,150.0,0.3474,0.2691,0.2905,0.7106,1,0.7012
P05423,acetic acid,sorbitol,polysorbate 80,methionine,5.0,25,30.0,300.0,0.01,5.5,0.1672,0.1261,0.2097,0.8522,1,0.8352
P05423,phosphoric acid,sucrose,poloxamer 188,glycine,5.5,40,50.0,200.0,0.03,125.0,0.2877,0.4043,0.2509,0.6751,1,0.683
P05423,histidine,mannitol,polysorbate 20,methionine,6.0,40,50.0,300.0,0.01,1.0,0.4573,0.1521,0.1601,0.6692,1,0.6847
P05423,acetic acid,mannitol,polysorbate 80,arginine,5.5,4,30.0,300.0,0.045,150.0,0.1103,0.3075,0.1816,0.8005,2,0.7994
P05423,acetic acid,sucrose,poloxamer 188,methionine,7.4,40,30.0,100.0,0.03,10.0,0.28,0.2084,0.3918,0.6736,0,0.7302
P05423,acetic acid,sucrose,polysorbate 80,arginine,7.4,25,30.0,300.0,0.045,100.0,0.0092,0.2826,0.2784,0.8713,1,0.8437
P05423,phosphoric acid,sucrose,polysorbate 20,glycine,7.4,4,30.0,300.0,0.045,50.0,0.1014,0.2922,0.2798,0.8267,1,0.7811
P05423,citric acid,mannitol,poloxamer 188,glycine,7.0,4,30.0,100.0,0.03,200.0,0.4947,0.2754,0.1749,0.6707,1,0.6764
P05423,phosphoric acid,mannitol,poloxamer 188,arginine,5.5,4,50.0,300.0,0.05,100.0,0.2661,0.3043,0.1589,0.7963,1,0.7482
P05423,phosphoric acid,sorbitol,poloxamer 188,glycine,5.5,25,30.0,100.0,0.03,125.0,0.3582,0.2628,0.1868,0.7468,1,0.6922
P05423,phosphoric acid,trehalose,poloxamer 188,proline,6.0,40,50.0,100.0,0.01,50.0,0.4539,0.4078,0.2805,0.6172,0,0.6081
P05423,acetic acid,sorbitol,polysorbate 20,methionine,5.0,40,10.0,300.0,0.045,1.0,0.3323,0.1865,0.3324,0.7246,1,0.7057
P05423,acetic acid,sucrose,poloxamer 188,proline,7.0,25,30.0,300.0,0.03,150.0,0.2521,0.2867,0.2551,0.771,2,0.7448
P05423,histidine,sucrose,poloxamer 188,arginine,7.0,4,50.0,100.0,0.05,50.0,0.2364,0.2033,0.2001,0.8239,0,0.7846
P05423,acetic acid,trehalose,polysorbate 80,methionine,6.0,25,30.0,300.0,0.01,10.0,0.1598,0.1505,0.1786,0.8274,1,0.8644
P05423,phosphoric acid,sucrose,polysorbate 80,none,6.0,25,50.0,300.0,0.08,0.0,0.2653,0.2801,0.2272,0.7662,1,0.7341
P05423,acetic acid,sucrose,polysorbate 20,none,6.0,4,50.0,200.0,0.01,0.0,0.2001,0.3136,0.1684,0.8069,0,0.7642
P05423,histidine,trehalose,polysorbate 20,methionine,5.5,25,10.0,300.0,0.08,5.5,0.043,0.0515,0.0764,0.944,1,0.9671
P05423,acetic acid,trehalose,poloxamer 188,proline,7.4,40,10.0,100.0,0.01,50.0,0.3726,0.3938,0.3709,0.5984,0,0.6232
P05423,phosphoric acid,trehalose,polysorbate 80,arginine,7.0,40,10.0,100.0,0.08,100.0,0.2743,0.3612,0.3985,0.654,0,0.6281
P05423,histidine,mannitol,polysorbate 20,glycine,7.4,4,10.0,200.0,0.01,125.0,0.2301,0.1708,0.1825,0.858,1,0.8067
P05423,phosphoric acid,trehalose,polysorbate 80,proline,5.0,4,30.0,100.0,0.045,50.0,0.0649,0.2853,0.177,0.8595,0,0.847
P05423,acetic acid,trehalose,polysorbate 20,arginine,6.5,25,30.0,100.0,0.01,100.0,0.3419,0.2804,0.2168,0.7539,0,0.6999
P05423,histidine,sucrose,polysorbate 80,none,7.0,40,50.0,100.0,0.01,0.0,0.4109,0.2874,0.2673,0.679,0,0.7108
P05423,citric acid,sucrose,polysorbate 20,none,6.0,40,30.0,200.0,0.01,0.0,0.318,0.3708,0.1806,0.6897,0,0.7329
P05423,citric acid,sucrose,poloxamer 188,proline,6.5,25,50.0,100.0,0.03,50.0,0.5028,0.2829,0.114,0.685,0,0.7004
P05423,histidine,sorbitol,polysorbate 20,methionine,5.0,25,30.0,200.0,0.01,5.5,0.2148,0.0395,0.0817,0.8847,0,0.8701
P05423,phosphoric acid,trehalose,poloxamer 188,arginine,7.4,40,30.0,200.0,0.01,100.0,0.2683,0.3662,0.3692,0.7014,0,0.6916
P05423,phosphoric acid,sucrose,polysorbate 80,glycine,5.5,40,10.0,100.0,0.08,50.0,0.1186,0.3696,0.2478,0.7231,0,0.7046
P05423,citric acid,sorbitol,polysorbate 80,arginine,7.0,4,50.0,300.0,0.045,100.0,0.2772,0.2581,0.1852,0.7422,1,0.7578
P05423,acetic acid,trehalose,polysorbate 20,glycine,5.5,40,10.0,300.0,0.08,50.0,0.1444,0.4109,0.3122,0.7222,1,0.7188
P05423,phosphoric acid,sucrose,polysorbate 80,arginine,6.5,4,30.0,200.0,0.08,100.0,0.3485,0.2498,0.1559,0.7528,0,0.7839
P05423,phosphoric acid,mannitol,polysorbate 80,arginine,6.0,4,30.0,100.0,0.08,50.0,0.2996,0.2772,0.1552,0.7849,0,0.7695
P05423,acetic acid,sucrose,poloxamer 188,methionine,7.0,40,50.0,100.0,0.01,1.0,0.4683,0.2183,0.3699,0.5973,0,0.6379
P05423,histidine,mannitol,polysorbate 80,arginine,6.5,4,10.0,200.0,0.045,100.0,0.4066,0.1574,0.0755,0.7653,0,0.7567
P05423,acetic acid,trehalose,poloxamer 188,arginine,6.0,25,30.0,200.0,0.01,100.0,0.253,0.2825,0.1782,0.7821,0,0.7408
P05423,phosphoric acid,sucrose,polysorbate 20,methionine,7.4,40,10.0,100.0,0.01,10.0,0.2278,0.2339,0.3539,0.7378,0,0.7149
P05423,citric acid,trehalose,polysorbate 80,arginine,7.4,4,50.0,200.0,0.045,150.0,0.0307,0.3042,0.2025,0.8566,1,0.8285
P05423,histidine,trehalose,polysorbate 80,proline,5.5,40,50.0,200.0,0.045,150.0,0.2019,0.2944,0.1716,0.7307,1,0.738
P05423,acetic acid,mannitol,polysorbate 80,proline,6.5,25,50.0,100.0,0.08,150.0,0.5403,0.2793,0.2067,0.666,1,0.6648
P05423,histidine,sorbitol,poloxamer 188,arginine,5.5,4,10.0,100.0,0.05,50.0,0.2392,0.2037,0.0734,0.8441,0,0.792
P05423,citric acid,trehalose,polysorbate 20,proline,5.0,40,30.0,200.0,0.045,50.0,0.1805,0.3412,0.1787,0.7485,0,0.7614
P05423,acetic acid,sorbitol,polysorbate 80,methionine,7.0,25,50.0,200.0,0.01,10.0,0.3465,0.1478,0.2819,0.7509,0,0.7333
P05423,phosphoric acid,mannitol,polysorbate 20,glycine,6.0,25,30.0,300.0,0.045,200.0,0.4314,0.304,0.2073,0.7035,2,0.6774
O00175,histidine,mannitol,poloxamer 188,proline,5.0,25,30.0,300.0,0.01,150.0,0.2341,0.3898,0.1085,0.7302,2,0.7337
O00175,citric acid,sucrose,polysorbate 80,methionine,5.0,4,50.0,300.0,0.045,1.0,0.0,0.3526,0.1344,0.8895,1,0.8622
O00175,phosphoric acid,mannitol,polysorbate 20,methionine,7.0,4,50.0,100.0,0.045,10.0,0.2104,0.3147,0.2829,0.7394,0,0.7188
O00175,citric acid,trehalose,poloxamer 188,glycine,5.0,4,50.0,300.0,0.03,200.0,0.1512,0.4831,0.1248,0.765,2,0.7574
O00175,citric acid,sucrose,poloxamer 188,proline,7.0,4,50.0,300.0,0.01,100.0,0.1902,0.4798,0.2264,0.7344,1,0.7054
O00175,citric acid,sucrose,poloxamer 188,glycine,7.4,40,50.0,100.0,0.05,50.0,0.3159,0.6209,0.2991,0.5739,0,0.6032
O00175,acetic acid,trehalose,polysorbate 20,arginine,6.5,25,30.0,300.0,0.045,100.0,0.0,0.5151,0.2237,0.8374,1,0.7478
O00175,acetic acid,mannitol,polysorbate 80,proline,5.0,4,30.0,300.0,0.08,150.0,0.2023,0.4852,0.2301,0.6951,2,0.7114
O00175,phosphoric acid,trehalose,poloxamer 188,none,7.0,4,10.0,200.0,0.01,0.0,0.1538,0.4887,0.2891,0.7248,0,0.7268
O00175,citric acid,sorbitol,polysorbate 80,glycine,6.5,4,50.0,200.0,0.045,200.0,0.2219,0.5159,0.1514,0.7315,1,0.6999
O00175,citric acid,trehalose,polysorbate 20,arginine,5.5,25,10.0,200.0,0.01,150.0,0.0067,0.4925,0.108,0.7976,1,0.8357
O00175,citric acid,trehalose,polysorbate 20,glycine,7.4,25,30.0,100.0,0.08,50.0,0.0778,0.507,0.1973,0.786,0,0.7424
O00175,phosphoric acid,sucrose,poloxamer 188,none,6.5,4,50.0,200.0,0.03,0.0,0.1684,0.5209,0.2339,0.7291,0,0.6708
O00175,histidine,sorbitol,polysorbate 80,arginine,7.4,25,30.0,100.0,0.045,100.0,0.2491,0.4383,0.2325,0.7073,0,0.6968
O00175,histidine,sorbitol,polysorbate 20,none,5.5,40,50.0,200.0,0.045,0.0,0.3064,0.5286,0.2233,0.6085,0,0.6425
O00175,citric acid,sucrose,polysorbate 80,none,7.0,25,10.0,300.0,0.045,0.0,0.0896,0.5354,0.2486,0.769,1,0.7239
O00175,acetic acid,sorbitol,polysorbate 80,arginine,6.0,40,50.0,200.0,0.045,150.0,0.1454,0.6093,0.318,0.6482,1,0.6647
O00175,phosphoric acid,sorbitol,poloxamer 188,proline,6.0,4,10.0,100.0,0.05,100.0,0.2995,0.5145,0.2307,0.6933,0,0.6755
O00175,citric acid,sorbitol,polysorbate 80,none,6.5,40,30.0,100.0,0.08,0.0,0.3575,0.5952,0.2166,0.587,0,0.6156
O00175,acetic acid,sorbitol,poloxamer 188,none,7.4,25,10.0,300.0,0.01,0.0,0.3359,0.5162,0.3596,0.683,1,0.6045
O00175,histidine,sucrose,polysorbate 80,glycine,6.0,40,50.0,300.0,0.08,125.0,0.0409,0.5281,0.2073,0.7177,2,0.7551
O00175,acetic acid,sucrose,polysorbate 20,methionine,6.5,40,50.0,100.0,0.045,10.0,0.1759,0.4656,0.2869,0.661,0,0.7107
O00175,acetic acid,sucrose,polysorbate 80,none,5.5,4,50.0,200.0,0.01,0.0,0.0914,0.5162,0.2023,0.7486,0,0.7378
O00175,phosphoric acid,sorbitol,polysorbate 80,methionine,6.0,25,50.0,200.0,0.045,1.0,0.2299,0.3831,0.1771,0.7533,0,0.7133
O00175,phosphoric acid,sorbitol,polysorbate 80,proline,6.5,40,50.0,200.0,0.01,50.0,0.2731,0.6227,0.329,0.5971,0,0.6237
O00175,phosphoric acid,sorbitol,polysorbate 20,glycine,6.5,4,30.0,200.0,0.08,200.0,0.2083,0.4947,0.2618,0.711,1,0.7044
O00175,citric acid,mannitol,polysorbate 20,arginine,7.4,4,50.0,200.0,0.045,150.0,0.1429,0.4664,0.1772,0.7559,1,0.7709
O00175,acetic acid,trehalose,polysorbate 20,glycine,6.0,40,30.0,200.0,0.045,125.0,0.1963,0.6216,0.2983,0.6576,1,0.6262
O00175,phosphoric acid,trehalose,polysorbate 80,proline,5.0,4,10.0,300.0,0.045,150.0,0.0624,0.5032,0.2146,0.808,2,0.7456
O00175,phosphoric acid,trehalose,polysorbate 20,none,7.4,4,10.0,100.0,0.01,0.0,0.0488,0.5038,0.3101,0.8349,0,0.7498
O00175,acetic acid,mannitol,polysorbate 80,proline,7.0,25,30.0,100.0,0.045,50.0,0.2271,0.4822,0.2805,0.6879,0,0.6827
O00175,phosphoric acid,sucrose,polysorbate 20,glycine,6.5,4,10.0,300.0,0.01,200.0,0.0988,0.5258,0.2226,0.7517,2,0.7413
O00175,phosphoric acid,sucrose,polysorbate 20,glycine,7.4,4,10.0,100.0,0.045,200.0,0.0738,0.5377,0.3143,0.7446,1,0.6706
O00175,citric acid,trehalose,polysorbate 80,proline,5.5,4,50.0,200.0,0.045,100.0,0.0668,0.5201,0.0967,0.7829,0,0.8041
O00175,citric acid,sorbitol,polysorbate 80,none,7.0,25,50.0,300.0,0.045,0.0,0.1617,0.5245,0.2074,0.7287,1,0.6933
O00175,phosphoric acid,mannitol,polysorbate 20,methionine,6.0,25,10.0,200.0,0.08,5.5,0.234,0.4026,0.2337,0.7216,0,0.7382
O00175,histidine,trehalose,polysorbate 20,glycine,7.0,40,10.0,100.0,0.08,200.0,0.1798,0.5308,0.3342,0.5931,1,0.6485
O00175,acetic acid,mannitol,polysorbate 80,none,5.5,40,30.0,300.0,0.08,0.0,0.3343,0.6064,0.2976,0.5622,1,0.5569
O00175,citric acid,sorbitol,polysorbate 20,none,5.0,25,50.0,200.0,0.045,0.0,0.22,0.5476,0.1342,0.7647,0,0.7251
O00175,acetic acid,sucrose,polysorbate 80,arginine,7.0,25,50.0,300.0,0.01,100.0,0.0068,0.5428,0.3256,0.7656,1,0.7574
O00175,acetic acid,trehalose,polysorbate 80,proline,5.0,40,30.0,300.0,0.045,150.0,0.1996,0.5938,0.3036,0.6341,2,0.6676
O00175,histidine,sorbitol,polysorbate 20,glycine,6.5,4,50.0,200.0,0.045,200.0,0.2466,0.3749,0.1563,0.7448,1,0.7367
O00175,phosphoric acid,mannitol,polysorbate 80,none,7.0,25,10.0,300.0,0.08,0.0,0.1789,0.5573,0.3229,0.6796,1,0.6816
O00175,phosphoric acid,sucrose,poloxamer 188,arginine,7.4,25,50.0,100.0,0.01,150.0,0.1324,0.4996,0.3349,0.7137,1,0.6868
